TEAM_ID,TEAM_NAME,TEAM_ABB,SEASON,WINS,VEGAS_WINS,UNDERPERFORMANCE,TANKING,GROUND_TRUTH,BOTTOM8,DELTA_TOP5_MIN_AVG,DELTA_MIN_CONC,DELTA_ROOKIE_MIN_SHARE,DELTA_PM,DELTA_WR,DELTA_DEFLECTIONS,DELTA_CONTESTED_SHOTS,DELTA_LOOSE_BALLS_RECOVERED,DELTA_CHARGES_DRAWN,DELTA_INACTIVE_RATE,TANK_PROB
1610612758,Sacramento Kings,SAC,2016-17,32,33.5,-1.5,0,0,1,-0.4817139001349524,-0.218202129992105,0.082584513314347,-3.800701754385965,-0.1010526315789473,-3.859999999999999,2.1799999999999997,1.5600000000000005,-0.37,0.2799999999999999,0.7962479148671299
1610612759,San Antonio Spurs,SAS,2016-17,61,57.5,3.5,0,0,0,-1.3676051882315718,-0.0289628597974497,0.0008268395373861,-3.664835164835165,-0.0755494505494506,-0.9500000000000012,0.6099999999999994,0.8899999999999997,-0.1,-0.0098901098901098,0.07269395956316761
1610612760,Oklahoma City Thunder,OKC,2016-17,47,45.0,2.0,0,0,0,-2.680244664237378,-0.0442462648947806,0.00350449313628,2.825263157894737,0.0385964912280701,0.620000000000001,0.4799999999999897,0.5,-0.18,-0.135578947368421,0.10261569950600194
1610612761,Toronto Raptors,TOR,2016-17,51,50.5,0.5,0,0,0,-2.862497572344143,-0.0903397758549094,0.082073015076292,0.2196491228070174,0.1410526315789473,-0.2699999999999996,0.8999999999999986,1.2199999999999998,0.1,-0.1880701754385965,0.39014107595686404
1610612762,Utah Jazz,UTA,2016-17,51,47.5,3.5,0,0,0,0.8400816070307577,0.0373102754599056,-0.0506478984593703,-1.983859649122807,0.0259649122807017,-0.370000000000001,1.740000000000002,1.1000000000000003,-0.15,-0.0359298245614035,0.026474275040192993
1610612763,Memphis Grizzlies,MEM,2016-17,43,42.5,0.5,0,0,0,-1.1219618055555571,-0.0210167802514329,-0.036199093662031,-2.751436781609195,-0.2112068965517241,-2.5799999999999983,0.4500000000000028,1.2800000000000002,-0.01,-0.0172413793103448,0.05285767086565054
1610612764,Washington Wizards,WAS,2016-17,49,42.5,6.5,0,0,0,-3.3780988050651004,0.0022562853790721,0.0038918308680965,-3.022222222222222,-0.0626262626262625,0.0500000000000007,0.9000000000000057,1.9700000000000009,-0.21,0.0375757575757575,0.06427222851613039
1610612765,Detroit Pistons,DET,2016-17,37,44.5,-7.5,0,0,0,-1.9917358217692256,-0.041256430936958,0.0194690886307866,-2.24140350877193,-0.0736842105263157,-1.2800000000000011,4.509999999999998,1.1799999999999995,0.06,-0.0022456140350877,0.2215514254172647
1610612766,Charlotte Hornets,CHA,2016-17,36,42.5,-6.5,0,0,0,0.7251258226867989,-0.0017673707363569,0.0245266655524873,-0.173076923076923,0.032967032967033,1.6500000000000004,-1.0200000000000102,1.63,-0.39,-0.0461538461538461,0.38476739504832425
1610612737,Atlanta Hawks,ATL,2017-18,24,25.5,-1.5,0,0,1,1.3598224195338524,-0.1982748079027321,-0.0750319814429232,-4.690493736182756,-0.0442151805453205,-1.3699999999999992,3.730000000000004,1.209999999999999,-0.6400000000000001,0.159174649963154,0.5749946229747601
1610612738,Boston Celtics,BOS,2017-18,55,53.5,1.5,0,0,0,-2.9458646616541344,-0.2087030978284764,-0.0271037097620061,0.2741341193809874,-0.0257921886514369,-0.1400000000000005,-2.3400000000000034,0.7699999999999996,-0.2300000000000001,0.2929992630803242,0.7253019941332035
1610612739,Cleveland Cavaliers,CLE,2017-18,50,53.5,-3.5,0,0,0,-1.1025956013473357,-0.0324274454782331,-0.0057171442864289,2.3420329670329667,0.0082417582417583,0.4499999999999993,0.3800000000000025,0.29,-0.29,-0.1958791208791208,0.13007001049264327
1610612740,New Orleans Pelicans,NOP,2017-18,48,39.5,8.5,0,0,0,-1.696045293222916,-0.1389884354749079,0.0409029960991533,3.7621052631578946,0.136140350877193,-0.129999999999999,2.8699999999999974,-0.1699999999999999,-0.6599999999999999,-0.0040701754385964,0.15035867365489602
1610612741,Chicago Bulls,CHI,2017-18,27,22.0,5.0,0,0,1,-3.5739849438479574,-0.1522255892173142,-0.0564736580273483,-3.7452631578947377,-0.0708771929824561,1.8599999999999992,-6.649999999999999,2.0999999999999996,-0.13,0.1764210526315789,0.7059145264775307
1610612742,Dallas Mavericks,DAL,2017-18,24,35.5,-11.5,1,1,1,-2.0986410871302965,-0.1573161129586199,0.0392878829312619,-2.2456896551724137,-0.0603448275862069,1.0099999999999998,2.460000000000001,0.9799999999999986,-0.26,0.2086206896551724,0.8695043530974048
1610612743,Denver Nuggets,DEN,2017-18,46,45.5,0.5,0,0,0,2.5260889057488676,0.0111412109327717,-0.0104908369041566,1.5071839080459768,0.0316091954022988,0.3000000000000007,-0.75,2.3500000000000005,-0.03,0.0428160919540229,0.1598472032253918
1610612744,Golden State Warriors,GSW,2017-18,58,67.5,-9.5,0,0,0,-0.8002399207218467,-0.1761359572042228,0.0865023263244866,-7.270114942528736,-0.175287356321839,-0.3099999999999987,-1.0800000000000125,-0.0700000000000002,-0.11,0.2169540229885057,0.8587785246735345
1610612745,Houston Rockets,HOU,2017-18,65,55.5,9.5,0,0,0,-1.2759142203435871,0.0026375044762287,0.0036721749290602,-0.7992982456140343,0.0680701754385965,0.0,1.8200000000000005,1.58,-0.13,-0.0103859649122807,0.03826632955618112
1610612746,Los Angeles Clippers,LAC,2017-18,42,43.5,-1.5,0,0,0,0.549964054636952,0.0786284125004298,0.0,-2.756868131868132,-0.0741758241758241,-0.6500000000000004,0.75,0.8000000000000007,-0.26,-0.2035714285714285,0.02299290857996505
1610612747,Los Angeles Lakers,LAL,2017-18,35,33.5,1.5,0,0,0,1.520708697653017,-0.1191906633501178,-0.0391403068530399,4.5873684210526315,0.0764912280701754,-2.51,-2.049999999999997,0.4399999999999995,-0.02,0.0352280701754385,0.22727225398256087
1610612748,Miami Heat,MIA,2017-18,44,43.5,0.5,0,0,0,-1.6391424619640418,-0.0371875973220843,0.0390581329056369,4.688218390804598,0.0660919540229885,4.369999999999999,2.539999999999992,1.58,0.04,0.0810344827586206,0.30448902393615024
1610612749,Milwaukee Bucks,MIL,2017-18,44,47.5,-3.5,0,0,0,-1.4189899314051928,-0.1187929920247983,-0.1422466289259772,-0.8849122807017544,-0.0814035087719298,1.3800000000000008,1.25,-0.6699999999999999,-0.1599999999999999,0.1152280701754386,0.18025281971525212
1610612750,Minnesota Timberwolves,MIN,2017-18,47,48.5,-1.5,0,0,0,-0.6200909961685852,-0.0926262403377676,-0.0076222201695727,-2.743950039032006,-0.0663544106167056,-0.8300000000000001,3.030000000000001,-0.7299999999999986,-0.37,0.1156908665105386,0.13229129105573192
1610612751,Brooklyn Nets,BKN,2017-18,28,27.5,0.5,0,0,1,-0.254606610119918,-0.0022311546693045,-0.0044610149445409,1.819454679439941,0.0692704495210022,-0.2200000000000006,-1.6699999999999875,2.5500000000000007,-0.5399999999999999,-0.0128224023581429,0.22505098742400656
1610612752,New York Knicks,NYK,2017-18,29,30.5,-1.5,0,0,0,-3.2792295258620676,-0.2873198817830059,0.0227262500935409,-3.9941046425939577,-0.128960943257185,-0.379999999999999,-0.1000000000000014,-0.08,-0.18,0.363448784082535,0.8901627743232875
1610612753,Orlando Magic,ORL,2017-18,25,33.5,-8.5,0,0,1,-0.7276923076923083,-0.1699676482347472,0.0,-1.9894736842105267,-0.0357894736842104,0.5899999999999999,-1.3600000000000063,0.9999999999999992,-0.07,0.1817543859649122,0.8670233529136034
1610612754,Indiana Pacers,IND,2017-18,48,31.5,16.5,0,0,0,-1.3350557137333467,0.0031870098629493,-0.0334198836929807,0.2313218390804599,0.0560344827586206,1.2300000000000004,-0.5399999999999991,1.3000000000000007,0.02,-0.0083333333333333,0.016310934075127185
1610612755,Philadelphia 76ers,PHI,2017-18,52,39.5,12.5,0,0,0,-3.382407679498481,0.0229047352965746,-0.0662877207292544,7.647811447811447,0.2693602693602693,-1.1500000000000004,-0.0300000000000011,1.129999999999999,0.34,-0.0056565656565656,0.012483925591995971
1610612756,Phoenix Suns,PHX,2017-18,21,28.5,-7.5,0,0,1,3.420152091254753,-0.0940941161610444,0.0347540168359356,-1.4856300663227715,-0.1746499631540162,1.5599999999999987,-0.1499999999999985,0.2599999999999989,-0.04,0.0675018422991893,0.49249795044598094
1610612757,Portland Trail Blazers,POR,2017-18,49,42.5,6.5,0,0,0,-0.2139266610813948,0.0328951864383613,-0.0017476689611633,5.281609195402298,0.1566091954022989,0.7700000000000014,0.5300000000000011,0.6899999999999995,-0.09,-0.0764367816091954,0.027027453613358267
1610612758,Sacramento Kings,SAC,2017-18,27,27.5,-0.5,0,0,1,2.4393203883495147,-0.0614226236055141,0.0476686921944392,3.435087719298245,0.0442105263157894,-1.3800000000000008,0.3799999999999954,0.1600000000000001,0.05,0.0882807017543859,0.17072765702946804
1610612759,San Antonio Spurs,SAS,2017-18,47,55.0,-8.0,0,0,0,-0.6448439620081388,0.0091845126338585,-0.0176623284502405,-0.6934414148857777,-0.0714812085482682,-0.4399999999999995,1.7700000000000031,1.450000000000001,-0.1999999999999999,-0.0480471628592483,0.16210228365360602
1610612760,Oklahoma City Thunder,OKC,2017-18,48,53.5,-5.5,0,0,0,1.4849024597116198,-0.0230281999097093,-0.0052711137375188,0.0280029476787033,0.0928518791451732,-1.7699999999999996,1.3299999999999983,0.9900000000000002,0.0199999999999999,0.105526897568165,0.21728177405379034
1610612761,Toronto Raptors,TOR,2017-18,59,48.5,10.5,0,0,0,-0.5637335393927678,0.0154808914607037,0.0072764728330006,-2.331228070175438,0.0007017543859648,-2.4800000000000004,0.3799999999999954,0.4700000000000006,-0.0799999999999999,-0.0362105263157894,0.01215497938905479
1610612762,Utah Jazz,UTA,2017-18,48,40.5,7.5,0,0,0,1.9583417457433183,0.0830026922638985,0.0067664939443401,8.522988505747128,0.2327586206896551,-1.120000000000001,3.8100000000000094,0.8400000000000007,0.16,-0.0991379310344827,0.006594163978500676
1610612763,Memphis Grizzlies,MEM,2017-18,22,37.5,-15.5,0,0,1,1.5774485596707812,-0.1938190181081781,0.0031129524248861,-7.862637362637362,-0.1675824175824176,0.4199999999999999,-3.640000000000001,1.3800000000000008,0.02,0.2909340659340659,0.974054053309209
1610612764,Washington Wizards,WAS,2017-18,43,48.5,-5.5,0,0,0,-0.2728758169934622,-0.0433026553203436,0.0607230597085795,-4.294736842105263,-0.1789473684210526,-0.8399999999999999,-0.5,0.2099999999999999,0.17,0.0682105263157894,0.23663708210422132
1610612765,Detroit Pistons,DET,2017-18,39,38.5,0.5,0,0,0,0.3953431967014289,0.0056627984627687,0.0103035713654763,-0.1347368421052631,-0.0512280701754385,-0.6500000000000004,2.8399999999999963,-0.8199999999999994,-0.12,-0.1108771929824561,0.020745078686545387
1610612766,Charlotte Hornets,CHA,2017-18,36,42.5,-6.5,0,0,0,-2.378770112696241,-0.0225455366981874,0.0186522224241107,2.8540350877192986,0.0589473684210526,0.0299999999999993,3.4599999999999937,0.5800000000000001,-0.28,-0.0467368421052631,0.1762777424147468
1610612737,Atlanta Hawks,ATL,2018-19,29,23.5,5.5,0,0,1,1.6178234050813105,-0.0343216251527264,0.0010311794662878,5.218390804597702,0.0890804597701149,-0.5899999999999999,-1.3999999999999986,-1.83,-0.1899999999999999,0.0158045977011494,0.024873333412591604
1610612738,Boston Celtics,BOS,2018-19,49,59.0,-10.0,0,0,0,1.080780543797978,0.0099414266078866,-0.0149945900792091,-6.747126436781609,-0.1379310344827586,-0.33,-4.969999999999999,-1.6400000000000006,0.29,0.0235632183908045,0.126022447696699
1610612739,Cleveland Cavaliers,CLE,2018-19,19,30.5,-11.5,0,0,1,0.8782051282051277,-0.0222450715091858,0.0140422730929569,3.1594827586206904,0.0847701149425287,0.200000000000001,-5.670000000000002,-0.75,0.38,-0.0827586206896551,0.3738022682339756
1610612740,New Orleans Pelicans,NOP,2018-19,33,45.5,-12.5,0,0,1,-2.8254994124559367,-0.1901979627819599,0.0,-7.518791451731761,-0.1363301400147383,-0.92,-2.940000000000005,-0.620000000000001,0.3399999999999999,0.1525423728813559,0.8561723649404818
1610612741,Chicago Bulls,CHI,2018-19,22,30.0,-8.0,0,0,1,1.5969991173874654,-0.2016135267365026,0.0461251685950484,0.1149425287356322,0.0919540229885057,-2.860000000000001,-3.289999999999999,-0.96,0.12,0.1106321839080459,0.803460696502791
1610612742,Dallas Mavericks,DAL,2018-19,33,35.5,-2.5,0,0,1,3.3668803810221632,-0.078978115928916,-0.0205214999181157,-4.084912280701754,-0.1761403508771929,-2.459999999999999,1.0300000000000011,-2.1999999999999993,0.4399999999999999,-0.0485614035087719,0.038469809076878116
1610612743,Denver Nuggets,DEN,2018-19,54,47.5,6.5,0,0,0,-0.5852378260518449,0.1520723845743958,-0.0481545807370425,-3.094736842105263,-0.0842105263157895,0.9600000000000009,-4.030000000000001,-0.7099999999999991,0.12,-0.263719298245614,0.0020606791488791327
1610612744,Golden State Warriors,GSW,2018-19,57,62.5,-5.5,0,0,0,-1.7071144192487466,0.0597084076687867,0.0203768333025176,-2.105263157894737,-0.079298245614035,2.3100000000000005,-6.130000000000003,-1.7400000000000002,0.02,-0.128140350877193,0.058510161088735156
1610612745,Houston Rockets,HOU,2018-19,53,56.5,-3.5,0,0,0,-2.414434311769739,0.0764086313096072,0.0,8.792280701754386,0.2210526315789474,-0.1600000000000001,-3.700000000000003,-1.6800000000000006,0.3299999999999999,-0.1539649122807017,0.021545980182679017
1610612746,Los Angeles Clippers,LAC,2018-19,48,37.0,11.0,0,0,0,-1.0990792150912156,-0.0060065833203975,-0.0079978415715815,1.4119380987472367,0.1532792925571112,0.6799999999999997,-4.690000000000005,-0.7599999999999998,-0.43,-0.1711127487103905,0.025355007395791822
1610612747,Los Angeles Lakers,LAL,2018-19,37,48.5,-11.5,0,0,0,0.4085497835497875,-0.1891117970366389,-0.0737874809803916,-1.7270175438596491,-0.1312280701754385,0.9900000000000002,-0.8800000000000097,-0.7100000000000009,0.39,0.2116491228070176,0.7477286757075021
1610612748,Miami Heat,MIA,2018-19,39,43.0,-4.0,0,0,0,-0.315573770491806,0.0256745165170722,-0.002111116251812,1.184065934065934,0.0357142857142857,1.34,-1.8399999999999963,-1.7700000000000005,0.22,-0.1771978021978021,0.03940637124073204
1610612749,Milwaukee Bucks,MIL,2018-19,60,48.0,12.0,0,0,0,-0.0401820401820387,-0.0383103490689333,0.0242739648067413,-2.9719298245614043,-0.0743859649122806,-1.4800000000000004,-0.5899999999999892,0.0400000000000009,-0.2299999999999999,0.1658947368421052,0.027986997027069742
1610612750,Minnesota Timberwolves,MIN,2018-19,36,41.5,-5.5,0,0,0,-0.9807339449541316,-0.1902309520559213,0.0053858010106631,-5.495438596491228,-0.1136842105263157,-1.6999999999999993,1.3900000000000006,-3.030000000000001,0.0499999999999999,0.2392982456140351,0.31313225689766994
1610612751,Brooklyn Nets,BKN,2018-19,42,32.0,10.0,0,0,0,-0.7353741496598651,0.0706157117583466,-0.0075220284573662,1.249815770081061,0.0132645541635961,0.5,3.879999999999995,-1.4399999999999995,0.1599999999999999,-0.1403095062638172,0.0017099431397311765
1610612752,New York Knicks,NYK,2018-19,17,28.5,-11.5,0,0,1,1.6531914893617028,-0.0264252474846435,-9.669088570063432e-05,-1.7686781609195403,0.0603448275862069,-1.3800000000000008,3.749999999999993,-1.2800000000000002,-0.34,-0.2419540229885057,0.1086717107169156
1610612753,Orlando Magic,ORL,2018-19,42,31.0,11.0,0,0,0,1.0832234983995477,0.0199105301449086,0.0506470015059196,6.268238761974945,0.1945467943994104,-0.0600000000000005,-3.3200000000000003,-0.9399999999999996,0.03,-0.0266764922623434,0.01701916544065865
1610612754,Indiana Pacers,IND,2018-19,48,47.5,0.5,0,0,0,0.9950592885375508,-0.0269642442239729,0.0205181830042461,-6.474137931034483,-0.2385057471264367,-0.6699999999999999,-2.3699999999999974,-1.6099999999999994,-0.3,-0.0160919540229885,0.04130429073591644
1610612755,Philadelphia 76ers,PHI,2018-19,51,53.5,-2.5,0,0,0,0.637731481481481,-0.0288792660923834,-0.0320700161456729,-3.515804597701149,-0.0545977011494253,-0.5899999999999999,-2.8200000000000003,-0.5300000000000002,-0.01,-0.0862068965517241,0.09816649802965913
1610612756,Phoenix Suns,PHX,2018-19,19,29.0,-10.0,0,0,1,3.1332940924657535,-0.1058613156162087,0.0010781749649827,3.0729550478997787,0.16138540899042,0.1800000000000015,3.200000000000003,0.3599999999999994,-0.04,0.1347089167280766,0.604196427168187
1610612757,Portland Trail Blazers,POR,2018-19,53,42.0,11.0,0,0,0,-1.1498879814988818,-0.056632458802289,-0.0143963919295785,3.862456140350877,0.1635087719298246,0.5399999999999991,-8.079999999999998,-0.2799999999999993,0.37,-0.0009824561403508,0.09254007673720817
1610612758,Sacramento Kings,SAC,2018-19,39,26.0,13.0,0,0,0,-0.1605352180741803,0.0525330398050051,0.0073825667981929,0.3480701754385965,-0.1663157894736842,0.7700000000000014,-0.0500000000000042,-2.01,0.2199999999999999,-0.223578947368421,0.0012643804376048897
1610612759,San Antonio Spurs,SAS,2018-19,48,43.5,4.5,0,0,0,-0.5492424242424256,0.0264692872733073,0.025159709079307,2.49521002210759,0.0928518791451732,-0.0199999999999995,0.9500000000000028,-1.1099999999999994,-0.1099999999999999,-0.0789977892409727,0.01542017492994624
1610612760,Oklahoma City Thunder,OKC,2018-19,49,48.5,0.5,0,0,0,1.0814436183395344,0.0360789468835661,0.0538953072975922,-6.045614035087719,-0.1691228070175439,-2.120000000000001,1.3999999999999917,-2.210000000000001,0.13,-0.0161403508771929,0.008557551159679051
1610612761,Toronto Raptors,TOR,2018-19,58,55.5,2.5,0,0,0,-2.8892980694118933,-0.045002983372162,0.0181864646875821,1.6337509211495949,-0.0766396462785555,0.0300000000000011,-2.6599999999999966,-2.5600000000000005,0.25,-0.187177597641857,0.025039345572282535
1610612762,Utah Jazz,UTA,2018-19,50,49.5,0.5,0,0,0,-0.0107341933428877,-0.032198617869063,0.0398452301745486,6.594385964912281,0.1585964912280701,-0.3900000000000005,-1.6199999999999974,-0.2699999999999996,0.02,0.0378947368421052,0.1279452776081919
1610612763,Memphis Grizzlies,MEM,2018-19,33,34.5,-1.5,0,0,1,0.8358208955223887,-0.3806023748497303,0.0775518040767092,2.0994841562269713,0.0449521002210758,0.75,-3.0700000000000003,-2.0299999999999994,-0.42,0.2029476787030213,0.9666183563876608
1610612764,Washington Wizards,WAS,2018-19,32,45.5,-13.5,0,0,1,-0.2754836309523796,-0.151619040851254,0.0595881219143595,0.2155172413793105,-0.0804597701149425,-3.110000000000001,-1.1300000000000026,-0.6400000000000006,-0.32,0.093103448275862,0.7175675271652796
1610612765,Detroit Pistons,DET,2018-19,41,38.5,2.5,0,0,0,-0.5581494057724967,0.0398298880221673,0.0395842996227064,4.017857142857142,0.1126373626373625,-0.1199999999999992,1.5899999999999963,0.08,-0.42,-0.2217032967032967,0.024594507316460557
1610612766,Charlotte Hornets,CHA,2018-19,39,35.5,3.5,0,0,0,1.2518939393939377,-0.029171969491946,0.0410446185567884,-1.9312280701754383,0.0063157894736842,-0.8399999999999999,-3.230000000000004,-0.3200000000000003,0.06,0.1583157894736842,0.10550384289543757
1610612737,Atlanta Hawks,ATL,2019-20,20,33.5,-13.5,0,0,1,3.1251920122887853,0.0804072539998266,0.0750261662041637,4.641233766233767,0.1866883116883116,-0.8900000000000006,0.9299999999999996,0.2200000000000006,0.25,-0.1243506493506493,0.1441196129311089
1610612738,Boston Celtics,BOS,2019-20,48,48.5,-0.5,0,0,0,0.205377720870679,-0.0213641949199434,0.0138830433633141,-2.2592592592592595,-0.1481481481481481,-2.4399999999999977,-0.8500000000000014,-0.3599999999999994,-0.26,0.0259259259259259,0.052683897053683225
1610612739,Cleveland Cavaliers,CLE,2019-20,19,24.5,-5.5,0,0,1,1.397637795275589,-0.1008801098072207,0.0220076677671623,5.779461279461279,0.1952861952861952,1.7400000000000002,-0.4299999999999997,-0.2199999999999997,0.2099999999999999,0.0468013468013467,0.5260154477019271
1610612740,New Orleans Pelicans,NOP,2019-20,30,37.5,-7.5,0,0,0,-1.4978354978354955,0.0969650617810672,-0.038338920532617,1.0748663101604277,-0.0064171122994652,-2.1400000000000023,-5.82,-1.9000000000000004,-0.24,-0.1858823529411765,0.01526403152635098
1610612741,Chicago Bulls,CHI,2019-20,22,33.5,-11.5,0,0,1,1.1124423963133658,-0.1044752603520924,-0.0619126470398486,0.0909090909090908,-0.0454545454545454,2.109999999999999,-6.759999999999998,0.1500000000000003,0.05,0.2018181818181818,0.7897618121831285
1610612742,Dallas Mavericks,DAL,2019-20,43,40.5,2.5,0,0,0,4.786496701044136,-0.0048124389323038,-0.0379354815318153,-3.8818181818181814,-0.0999999999999999,0.1500000000000003,-4.519999999999996,-1.3500000000000003,-0.32,0.1772727272727272,0.04314228765360228
