TEAM_ID,SEASON,INACTIVE_RATE_PRE,INACTIVE_RATE_POST,DELTA_INACTIVE_RATE,MIN_CONC_PRE,MIN_CONC_POST,DELTA_MIN_CONC,TOP5_MIN_PRE,TOP5_MIN_POST,DELTA_TOP5_MIN_AVG,ROOKIE_MIN_SHARE_PRE,ROOKIE_MIN_SHARE_POST,DELTA_ROOKIE_MIN_SHARE
1610612737,2018-19,0.17586206896551723,0.19166666666666668,0.015804597701149448,0.5345836338863509,0.5002620087336245,-0.03432162515272641,27.90794979079498,29.52577319587629,1.6178234050813103,0.10010419171275146,0.1011353711790393,0.0010311794662878349
1610612738,2018-19,0.09310344827586207,0.11666666666666667,0.023563218390804594,0.5495720399429387,0.5595134665508253,0.009941426607886661,29.29657794676806,30.37735849056604,1.080780543797978,0.21968616262482168,0.20469157254561252,-0.014994590079209169
1610612739,2018-19,0.2827586206896552,0.2,-0.08275862068965517,0.5289256198347108,0.5066805483255249,-0.022245071509185865,29.53846153846154,30.416666666666668,0.8782051282051277,0.19834710743801653,0.21238938053097345,0.014042273092956914
1610612740,2018-19,0.24745762711864408,0.4,0.15254237288135594,0.5540948109194958,0.3638968481375358,-0.19019796278195994,32.27477477477478,29.44927536231884,-2.8254994124559367,0.0,0.0,0.0
1610612741,2018-19,0.43103448275862066,0.5416666666666666,0.11063218390804597,0.5079699004773849,0.30635637374088226,-0.20161352673650262,30.475728155339805,32.07272727272727,1.5969991173874654,0.3204951856946355,0.3666203542896839,0.04612516859504845
1610612742,2018-19,0.22456140350877193,0.176,-0.048561403508771944,0.5649378119976309,0.4859596960687149,-0.07897811592891602,25.19622641509434,28.563106796116504,3.3668803810221632,0.18157204501226837,0.16105054509415262,-0.02052149991811575
1610612743,2018-19,0.28771929824561404,0.024,-0.263719298245614,0.44533021282820157,0.5974025974025974,0.1520723845743958,29.995073891625616,29.40983606557377,-0.5852378260518449,0.19600672858919038,0.14785214785214784,-0.04815458073704254
1610612744,2018-19,0.256140350877193,0.128,-0.128140350877193,0.5130958427047813,0.572804250373568,0.05970840766878671,33.35849056603774,31.65137614678899,-1.7071144192487466,0.10331567873467315,0.12369251203719077,0.02037683330251762
1610612745,2018-19,0.18596491228070175,0.032,-0.15396491228070175,0.5715301984776268,0.647938829787234,0.07640863130960729,34.62931034482759,32.21487603305785,-2.414434311769739,0.0,0.0,0.0
1610612746,2018-19,0.24067796610169492,0.06956521739130435,-0.17111274871039056,0.49877766765774695,0.4927710843373494,-0.006006583320397552,27.85608856088561,26.757009345794394,-1.0990792150912156,0.054641559299636606,0.046643717728055076,-0.00799784157158153
1610612747,2018-19,0.34035087719298246,0.552,0.2116491228070176,0.4968428049185776,0.30773100788193863,-0.18911179703663894,32.35930735930736,32.767857142857146,0.40854978354978755,0.30555001661681624,0.23176253563642463,-0.07378748098039162
1610612748,2018-19,0.3464285714285714,0.16923076923076924,-0.17719780219780218,0.4978254834829277,0.5235,0.025674516517072254,29.398907103825138,29.083333333333332,-0.315573770491806,0.11427778291847876,0.11216666666666666,-0.002111116251812095
1610612749,2018-19,0.042105263157894736,0.208,0.16589473684210526,0.5326587533242525,0.4943484042553192,-0.038310349068933325,30.08058608058608,30.04040404040404,-0.04018204018203875,0.08244146072517351,0.10671542553191489,0.024273964806741377
1610612750,2018-19,0.2807017543859649,0.52,0.23929824561403512,0.5003544088460448,0.31012345679012343,-0.19023095205592133,32.38073394495413,31.4,-0.9807339449541317,0.004819960306209243,0.010205761316872428,0.005385801010663186
1610612751,2018-19,0.288135593220339,0.14782608695652175,-0.14030950626381725,0.4269584122308717,0.49757412398921835,0.07061571175834663,28.99047619047619,28.255102040816325,-0.7353741496598651,0.10779157023634196,0.10026954177897573,-0.007522028457366228
1610612752,2018-19,0.4586206896551724,0.21666666666666667,-0.2419540229885057,0.5080288573423318,0.4816036098576883,-0.026425247484643533,27.868085106382978,29.52127659574468,1.6531914893617028,0.3027693739818478,0.30267268309614714,-9.669088570063433e-05
1610612753,2018-19,0.04406779661016949,0.017391304347826087,-0.026676492262343404,0.6256660746003553,0.6455766047452639,0.019910530144908622,29.97872340425532,31.061946902654867,1.0832234983995477,0.21218176435760805,0.26282876586352766,0.05064700150591961
1610612754,2018-19,0.2827586206896552,0.26666666666666666,-0.01609195402298852,0.5374369040942232,0.5104726598702503,-0.026964244223972922,30.300395256916996,31.295454545454547,0.9950592885375507,0.03379136287156478,0.05430954587581094,0.02051818300424616
1610612755,2018-19,0.28620689655172415,0.2,-0.08620689655172414,0.5961602118503807,0.5672809457579973,-0.02887926609238345,33.351851851851855,33.989583333333336,0.637731481481481,0.1708043694141013,0.13873435326842837,-0.032070016145672925
1610612756,2018-19,0.2305084745762712,0.3652173913043478,0.13470891672807664,0.5416666666666666,0.43580535105045787,-0.10586131561620876,30.11328125,33.24657534246575,3.1332940924657535,0.10019673974142777,0.1012749147064105,0.00107817496498272
1610612757,2018-19,0.19298245614035087,0.192,-0.0009824561403508625,0.5471612020076918,0.49052874320540274,-0.056632458802289065,30.635036496350367,29.485148514851485,-1.1498879814988818,0.06727071246985203,0.05287432054027343,-0.014396391929578596
1610612758,2018-19,0.23157894736842105,0.008,-0.22357894736842104,0.5638512339242266,0.6163842737292318,0.05253303980500512,30.378277153558052,30.217741935483872,-0.16053521807418036,0.24775808133472368,0.2551406481329166,0.007382566798192908
